facility_name,address,city,state,zip,registry_id,naics_codes,latitude,longitude,npdes_ids,permit_status,is_major,border_facility,active,violations_3yr,dfr_url,design_flow_mgd
CINTAS CORPORATION LOCATION 66,5495 OSWEGO ST,DENVER,CO,80239,110070796650,812332,39.79515,-104.85002,COPIU006E,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070796650,
CINTAS CORPORATION NO. 2,5100 RACE CT,DENVER,CO,80216,110001728346,812332,39.78835,-104.96504,COPIU006F,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110001728346,
CIRCLE DOT QUARRY,CR 215,GARFIELD COUNTY,CO,81650,110070051593,,39.751037,-108.113722,COG501991,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070051593,
CIRCLE DRIVE BRIDGES REPLACEMENT,S. CIRCLE DRIVE AND E. LAS VEGAS ST.,COLORADO SPRINGS,CO,80906,110071369839,,38.797743,-104.784935,COR418992,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071369839,
CIRCLE K #2709887,435 W GARDEN OF THE GODS RD,COLORADO SPRINGS,CO,80923,110070675205,,38.89675,-104.82841,COR407132,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070675205,
CIRCLE K - BENNETT,1495 N MANILA RD,BENNETT,CO,80102,110072074360,,39.73731,-104.52698,COR428102,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072074360,
CIRCLE K - FALCON,11769 E HWY 24,PEYTON,CO,80831,110071371629,,38.932731,-104.608846,COR419060,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071371629,
CIRCLE K - FREDERICK,5500 14TH ST,FREDERICK,CO,80530,110071082204,,40.0901,-104.93115,COR413253,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071082204,
CIRCLE K - HWY 160 & ASPEN,2901 CORNERSTONE DRIVE,PAGOSA SPRINGS,CO,81147,110071375390,,37.262645,-107.060316,COR419201,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071375390,
CIRCLE K - PUEBLO & LAKE,1290 WEST PUEBLO BOULEVARD,COLORADO SPRINGS,CO,81005,110071202258,,38.218711,-104.626124,COR415115,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071202258,
CIRCLE K @ 67TH & TOWER,6702 N TOWER ROAD,DENVER,CO,80249,110071338161,,39.819949,-104.771405,COR417841,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071338161,
CIRCLE K AT HAVANA & ILIFF,2290 S HAVANA ST,AURORA,CO,80111,110071527320,,39.675128,-104.8656,COR421037,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071527320,
CIRCLE K AT MAIN & JORDAN,16846 EAST AUBURN HILLS DRIVE,PARKER,CO,80134,110071377691,,39.513908,-104.795375,COR419205,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071377691,
CIRCLE K AT SANTA FE & ASPEN,1659 SANTA FE DR.,PUEBLO,CO,81006,110071446711,,38.246092,-104.580065,COR420931,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071446711,
CIRCLE K FUEL FACILITY CAR WASH CONVENIENCE STORE AND DETENTION POND,17001 PARKERHOUSE RD,PARKER,CO,80134,110070264692,,39.55158,-104.79355,COR03T713 COR400922,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070264692,
CIRCLE K LOVELAND 2740645,2500 WEST EISENHOWER,LOVELAND,CO,80537,110071823395,,40.406856,-105.110796,COR424212,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071823395,
CIRCLE K MONTEREY RD,1715 MONTEREY RD,COLORADO SPRINGS,CO,80910,110070032833,,38.805732,-104.779351,COR03Q833 COR415322,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070032833,
CIRCLE K STORE # 2709887,2890 S CIRCLE DR,COLORADO SPRINGS,CO,80906,110040952181,447110 44711 457110,38.79627,-104.79572,COR410013,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110040952181,
CIRCLE K UNION & FOUNTAIN,1949 E FOUNTAIN BLVD,COLORADO SPRINGS,CO,80111,110071658905,,38.817314,-104.791744,COR422345,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071658905,
CIRCLE K WILCOX,310 SOUTH WILCOX STREET,CASTLE ROCK,CO,80111,110071446070,,39.366819,-104.861378,COR420929,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071446070,
CIRCUITS WEST INC,410 S SUNSET UNIT D,LONGMONT,CO,80501,110035442955,334412,40.15377,-105.12138,COP900562 COPIU004I,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110035442955,
CISCO SYSTEMS BOULDER,5330 AIRPORT BLVD,BOULDER,CO,80301,110039083345,334119,40.03484,-105.22868,CONOX0264,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110039083345,
CISCO SYSTEMS ENGLEWOOD,9155 E NICHOLS AVE 400,ENGLEWOOD,CO,80112,110071074007,,39.57198,-104.88258,CONOX0265,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071074007,
CITADEL MALL,N CHELTON RD AND SANTA ROSA ST,COLORADO SPRINGS,CO,80903,110070693179,,38.84217,-104.76655,COG076884 COR408230,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070693179,
CITADEL SUBSTATION,890 YUCCA HILLS ROAD,CASTLE ROCK,CO,80109,110071426407,,39.355361,-104.870833,COR420389,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071426407,
CITY & COUNTY OF DENVER - JAIL FACILITY,10500 SMITH ROAD,DENVER,CO,80239,110003000840,922140,39.76849,-104.86581,COG603226,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110003000840,
CITY AND COUNTY OF BROOMFIELD,VARIOUS LOCATIONS,BROOMFIELD,CO,80020,110037455553,,39.930782,-105.074287,COG607069,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110037455553,
CITY AND COUNTY OF DENVER - COLISEUM,4600 HUMBOLDT STREET,DENVER,CO,80216,110010132926,72233 72241 711310 71131,39.77924,-104.96951,COG600296 COG605010,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110010132926,
CITY CENTER WEST,71 AVE AND 10 ST,GREELEY,CO,80634,110064727229,,40.422,-104.793,COR03L509 COR400627 COR417727,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110064727229,
CITY CREEK LOGISTICS,15450 WASHINGTON STREET,THORNTON,CO,80023,110071408341,,39.978196,-104.977492,COR419837,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071408341,
CITY DITCH DECHLORINATION BLDG WTF,1900 E IOWA AVE,DENVER COUNTY,CO,80210,110012329907,,39.686944,-104.96525,CO0048721 COG600547,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110012329907,10.0
CITY FOOTE LAGOON,500 E 3 ST,LOVELAND,CO,80537,110017760065,712190 924120,40.39436,-105.07058,CO0048811 COG600566,No Violation Identified,,,Y,2,https://echo.epa.gov/detailed-facility-report?fid = 110017760065,0.72
"CITY LINK TRUCKING, INC.",225 N CURTIS RD,COLORADO SPRINGS,CO,80930,110072158695,,38.834611,-104.553614,COR430443,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072158695,
CITY MARKET 434,103 MARKET ST,EAGLE,CO,81631,110067602384,445110,39.66214,-106.82725,COR03P164,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110067602384,
CITY MARKET OFFSITE CARBONDALE,MAIN ST AND HENDRICK DR,CARBONDALE,CO,81623,110071670223,,39.401986,-107.222486,COR422966,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071670223,
CITY OF ALAMOSA - MURPHY LIFT STATION,INTERSECTION FO MURPHY DR AND OLIVER AVE,ALAMOSA,CO,81101,COG081532,,37.477493,-105.884934,COG081532,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = COG081532,
CITY OF ARVADA NORTH TRUNK SEWER IMPROVEMENTS,WEST 60TH AVENUE AND TENNYSON ST.,ARVADA,CO,80003,110071952544,,39.805586,-105.044046,COR427240,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071952544,
CITY OF ARVADA NORTH TRUNK SEWER IMPROVEMENTS,W 60 AVE AND TENNYSON ST,ARVADA,CO,80003,110071897249,,39.805586,-105.044045,COG317181,No Violation Identified,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110071897249,
CITY OF ARVADA SEWER SYSTEM,8101 RALSTON RD,ARVADA,CO,80002,110071408816,,39.80307,-105.08794,COUT00252,Not Applicable,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071408816,
CITY OF AURORA - PROLOGIS LIFT STATION,23222 E SMITH RD,AURORA,CO,80019,110072102392,,39.748699,-104.716608,COR428970,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072102392,
CITY OF AURORA AT FRONT RANGE AIRPORT-CHLORINATION FACILITY,26791 E QUINCY AVE,AURORA,CO,80016,110051265484,,39.638377,-104.673196,COUT00450,Not Applicable,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110051265484,
CITY OF BRIGHTON GREENSAND FILTER PLANT,4350 E BROMLEY LANE,BRIGHTON,CO,80601,110071710142,,39.97231,-104.765429,COPIU008L,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071710142,
CITY OF BRIGHTON WWTP,325 NORTH KUNER ROAD,BRIGHTON,CO,80601,110000761587,221320,39.99,-104.825,CO0021547 COG650030 COR900101 COUT00461,Not Applicable,Y,,Y,5,https://echo.epa.gov/detailed-facility-report?fid = 110000761587,
CITY OF CO SPRINGS - MATERIAL HANDLING,7804 DRENNAN RD,COLORADO SPRINGS,CO,80925,110070235604,212321,38.780954,-104.675279,COR03T107 COR401005,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070235604,
CITY OF COLORADO SPRINGS,PUBLIC WORKS DEPARTMENT,COLORADO SPRINGS,CO,80901,110011372709,,38.833012,-104.822321,COG600467 COS000004,No Violation Identified,Y,,Y,2,https://echo.epa.gov/detailed-facility-report?fid = 110011372709,
CITY OF COLORADO SPRINGS,215 NICHOLS BLVD,COLORADO SPRINGS,CO,80907,110001744033,221112,38.88222,-104.8171,COG604018,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110001744033,
CITY OF ENGLEWOOD - BROKEN TEE GOLF COURSE,2101 W OXFORD AVE,ENGLEWOOD,CO,80110,110072132974,,39.64225,-105.01116,COR429707,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072132974,
CITY OF EVANS,HUNTERS RESERVE PARK,EVANS,CO,80620,110071963044,,40.375453,-104.726021,COR427564,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071963044,
CITY OF FORT LUPTON WATER TREATMENT PLANT,16660 CR 16,FORT LUPTON,CO,80621,110072164896,,40.107188,-104.801281,COPIU009P,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072164896,
CITY OF GOLDEN WATER TREATMENT PLANT,1445 10TH STREET,GOLDEN,CO,80401,110000527724,22131,39.754389,-105.221806,COG640023 COG641023,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110000527724,
CITY OF GREELEY,VARIOUS LOCATIONS,GREELEY,CO,80631,110037269461,,40.4447,-104.679378,COG607087,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110037269461,
CITY OF GREELEY - 16TH STREET CORRIDOR ENHANCEMENT - CITY PROJECT NO. 12445,16TH ST,GREELEY,CO,80631,110071962574,,40.4138,-104.693432,COR427478 COR427588,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071962574,
CITY OF GREELEY WATER POLLUT CONTROL FAC,300 E. 8TH STREET,GREELEY,CO,80631,110037266366,924110,40.425026,-104.675894,COG072861,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110037266366,
CITY OF JUNCTION - MONUMENT CONNECT PHASE 2 MULTI-MODAL CONCRETE PATH,250 N 5TH STREET,GRAND JUNCTION,CO,81501,110071880575,,39.044431,-108.624004,COR425725,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071880575,
CITY OF LAFAYETTE MILLER AND REUSE PIPELINES,HWY 7 AND HWY 287,LAFAYETTE,CO,80026,110070704681,,40.015959,-105.111693,COG076892,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070704681,
CITY OF LAFAYETTE WATER RECLAMATION FACILITY,750 EAST COUNTY LINE ROAD,LAFAYETTE,CO,80026,110070552157,,40.002902,-105.058538,COG076634 COG080443 COR405465 COR416249,No Violation Identified,,,Y,2,https://echo.epa.gov/detailed-facility-report?fid = 110070552157,
CITY OF LAMAR - WILLOW VALLEY,206 WILLOW VALLEY ROAD,LAMAR,CO,81052,110072162066,,38.0724,-102.61344,COR430387,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072162066,
CITY OF LONE TREE PUBLIC WORKS FACILITY,10151 1ST STREET,LONE TREE,CO,80134,110071950743,,39.5322,-104.830433,COR427724,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071950743,
CITY OF LONGMONT - MONTGOMERY TANK,UTS HWY AND N 53 ST,LONGMONT,CO,80503,110072161817,,40.209784,-105.229183,COG081487,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072161817,
CITY OF LONGMONT - MONTGOMERY TANK,UTE HIGHWAY,LONGMONT,CO,80503,110072160691,,40.209784,-105.229183,COR430291,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072160691,
CITY OF LONGMONT WASTEWATER TREATMENT PLANT,501 E. 1ST AVENUE,LONGMONT,CO,80501,110000528108,221320 22132,40.157778,-105.095833,CO0026671 COG072608 COG074248 COG075139 COG076337 COG076343 COG076924 COG080810 COG080883 COG650009 COR03N829 COR03T624 COR03V063 COR400688 COR401889 COR405147 COR421160 COR900110,No Violation Identified,Y,,Y,9,https://echo.epa.gov/detailed-facility-report?fid = 110000528108,13.0
CITY OF LOUISVILLE,1601 EMPIRE ROAD,LOUISVILLE,CO,80027,110002041040,221320,39.978288,-105.122223,CO0023078 COG650010,No Violation Identified,Y,,Y,3,https://echo.epa.gov/detailed-facility-report?fid = 110002041040,3.4
CITY OF LOVELAND WASTEWATER TREATMENT PLANT,920 SOUTH BOISE AVENUE,LOVELAND,CO,80537,110014452029,221320 22132,40.383333,-105.05,CO0026701 COG073704 COG075822 COG080788 COG081420 COR03Q905 COR401815 COR405909 COR429627 COR900109,Failure to Report DMR - Not Received,Y,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110014452029,10.0
CITY OF MONTROSE TEST,433 SOUTH FIRST STREET,MONTROSE,CO,81401,110071254133,,38.479462,-107.87528,COR416101,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071254133,
CITY OF MONTROSE WASTEWATER TREATMENT PLANT,3315 N TOWNSEND AVE,MONTROSE,CO,81401,110000730941,221320,38.511383,-107.921763,CO0039624 COG072650 COG600506 COG603009 COG650036 COR430121 COR900098,Violation Identified,Y,,Y,9,https://echo.epa.gov/detailed-facility-report?fid = 110000730941,4.32
CITY OF NORTHGLENN - WTP,2350 W 112TH AVE,NORTHGLENN,CO,80234,110001429749,221310 54138,39.899685,-105.014738,COG073082 COR417638,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110001429749,
CITY OF THORNTON - 5MG TANK/PIPELINE,4794 E 141ST PLACE,THORNTON,CO,80602,110071961442,,39.951633,-104.932614,COR427498,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071961442,
CITY OF THORNTON FIRE STATION #8,15343 MONACO ST,THORNTON,CO,80602,110071903974,,39.974337,-104.913033,COR426080,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071903974,
CITY OF TRINIDAD,13000 CR 26.2,TRINIDAD,CO,81082,110001148268,324121,37.187525,-104.493631,CO0031232 CONOX0200,No Violation Identified,Y,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110001148268,2.0
CITY OF WESTMINSTER - MUNICIPAL SERVICES,6575 W 88TH AVE,WESTMINSTER,CO,80031,110006487863,11111 33999 921190 212321,39.856598,-105.069523,COG310025,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110006487863,
CITY OF WESTMINSTER - MUNICIPAL SERVICES,6777 WEST 88TH AVENUE,WESTMINSTER,CO,80031,110000899074,921190,39.856617,-105.073264,COG315025,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110000899074,
CITY OF WHEAT RIDGE,7500 WEST 29TH AVENUE,WHEAT RIDGE,CO,80033,110071157290,,39.757119,-105.080493,COR414436,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071157290,
CITY PARK GOLF COURSE,2500 YORK ST,DENVER,CO,80202,110002997909,811411 71391,39.75409,-104.9598,COR404221,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110002997909,
CITY ROCK II,11541 ENT PARKWAY,COLORADO SPRINGS,CO,80921,110072085221,,38.82038,-104.69983,COR428900,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072085221,
CITY VIEW PARK,8150 CITY VIEW DRIVE,DENVER,CO,80229,110071784605,,39.845006,-104.964116,COR423249,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071784605,
CITYLINE STATION PHASE 2,706 23RD STREET,GREELEY,CO,80631,110072081689,,40.401231,-104.689364,COR429042,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072081689,
CIVIC CENTER - NEXT 100,100 W. 14TH AVENUE PARKWAY,DENVER,CO,80202,110072110187,,39.73779,-104.98882,COR429293,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072110187,
CIVIC CENTER PH 1,365 MUEGGE WAY,BENNETT,CO,80102,110071904874,,39.75136,-104.435167,COR426257,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071904874,
CKJN RESIDENCE E-21,404 COBBLE DR.,MONTROSE,CO,81403,110071092575,,38.435354,-107.88262,COR413731,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071092575,
"CLAREMONT BUSINESS PARK 2, FILING 2",1581 EL JEFE HTS,COLORADO SPRINGS,CO,80915,110071781598,,38.854977,-104.682681,COR423567,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071781598,
CLARKSLEY RD + MTN VIEW RD SSR AND WMRP,CLARKSLEY ROAD AND MOUNTAIN VIEW ROAD,MANITOU SPRINGS,CO,80829,110070926131,,38.85343,-104.89264,COR411259,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070926131,
CLAYENS LOVELAND,4150 ST. CLOUD DRIVE,LOVELAND,CO,80538,110070288018,,40.43462,-104.98452,COPIU0046,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070288018,
CLAYTON FAMILY FARMS,3200 W BOWLES AVE,LITTLETON,CO,80123,110070045478,,39.61173,-105.02954,COR03R040 COR401670,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070045478,
CLAYTON PARK,495 HIGHLANDS CIR.,ERIE,CO,80516,110070712807,,40.08539,-105.03039,COR408152,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070712807,
CLEAR CREEK CANYON PARK: GATEWAY TO HUNTSMAN GULCH SEGMENT,HWY US6 (MM 270.5 TO MM 267.5) (FROM TUNNEL #1 AND,GOLDEN,CO,80120,110071279411,,39.742415,-105.253291,COR416317,Effluent - Monthly Average Limit,,,Y,2,https://echo.epa.gov/detailed-facility-report?fid = 110071279411,
CLEAR CREEK CROSSING 32 AND YOUNGFIELD,32 AVE AND YOUNGFIELD SERVICE RD,WHEAT RIDGE,CO,80401,110070251388,,39.766937,-105.143551,COR03T480 COR402892,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070251388,
CLEAR CREEK DAM FILTER BERM PROJECT,US HWY 24 AND CHAFFEE CR 390,UNINCORPORATED,CO,81228,110072200670,,39.021444,-106.244079,COG081519,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072200670,
CLEAR CREEK DAM FILTER BERM PROJECT,US HIGHWAY 24 AND CHAFFEE COUNTY ROAD 390,UNINCORPORATED,CO,81228,110072198736,,39.021444,-106.244079,COR430873,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072198736,
CLEAR CREEK READYMIX,142 FREI WAY,IDAHO SPRINGS,CO,80452,110054098828,,39.762,-105.686,COR900367,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054098828,
CLEAR CREEK REGIONAL WWTP,183 BEAVER BROOK ROAD,EVERGREEN,CO,80439,110055978964,,39.71803,-105.407757,CO0046574,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110055978964,0.04
CLEAR CREEK SCHOOL DISTRICT - BUILDING 103 RENOVATION,320 CO-103,IDAHO SPRINGS,CO,80452,110071427986,,39.739156,-105.523588,COR420383,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071427986,
CLEAR CREEK SCHOOL DISTRICT TRANSPORTATION AND MAINTENANCE FACILITY,320 CHICAGO CREEK ROAD,IDAHO SPRINGS,CO,80452,110071427708,,39.738083,-105.524215,COR420379,Terminated Permit,,,Y,5,https://echo.epa.gov/detailed-facility-report?fid = 110071427708,
CLEAR CREEK SKIING CORP,PO BOX 899,GEORGETOWN,CO,80444,110070002835,,39.632198,-105.734642,COL040835,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070002835,
CLEAR CREEK STABILIZATION,SOUTH OF E 70TH AVE AND WEST OF WASHINGTON ST,WELBY,CO,80229,110071401192,,39.822464,-104.980833,COR419418,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071401192,
CLEAR CREEK TERRACE,4440 TABOR ST,WHEAT RIDGE,CO,80033,110070618112,,39.77939,-105.13083,COR406490,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070618112,
CLEAR CREEK TRANSIT VILLAGE,6001 FEDERAL BOULEVARD,DENVER,CO,80226,110070818559,,39.806319,-105.027194,COG080256 COR409218,No Violation Identified,,,Y,9,https://echo.epa.gov/detailed-facility-report?fid = 110070818559,
CLEAR CREEK VALLEY,W OF LOWELL BLVD AND N OF W 64 AVE,ARVADA,CO,80003,110071528414,,39.814392,-105.035621,COG080833,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071528414,
CLEAR CREEK VALLEY,W OF LOWELL BLVD AND N OF W 64TH AVE,UNINCORPORATED,CO,80003,110071513634,,39.814392,-105.035621,COR421763,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071513634,
CLEAR CREEK VALLEY PARK HYLAND HILLS PARK AND REC,58 PL AND TENNYSON ST,ARVADA,CO,80003,110064726319,,39.803,-105.04,COR03N381 COR402307,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110064726319,
CLEAR CREEK WWTP,PO BOX 3335,IDAHO SPRINGS,CO,80452,110070002183,,39.712014,-105.597334,COL046574,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070002183,
