facility_name,address,city,state,zip,registry_id,naics_codes,latitude,longitude,npdes_ids,permit_status,is_major,border_facility,active,violations_3yr,dfr_url,design_flow_mgd,facility_type,receiving_waters
ELAM H-155 ASPHALT PLANT,NO ADDRESS GIVEN,STATEWIDE,CO,00000,110054098873,,39.650277,-106.843888,COR900369,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054098873,,,
EL ROCKO MHP,2307 CR 154,GARFIELD COUNTY,CO,81601,110006657803,,39.505085,-107.305189,COG584029 COG588029 COG590029,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110006657803,,,
EFI POLYMERS,4600 HOLLY ST,DENVER,CO,80216,110018871639,325991,39.78011,-104.92228,COR900855,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110018871639,,,
EDGEWATER MS4,VARIOUS LOCATIONS,EDGEWATER,CO,80403,110044271800,,39.753,-105.064,COR090068,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110044271800,,,
FAST EDDIES/ALL AUTO PARTS,6698 ROAD 24,CORTEZ,CO,81321,110043653588,,37.307682,-108.608801,COR901029,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043653588,,,
FALCON SCHOOL DISTRICT 49,VARIOUS LOCATIONS,COLORADO SPRINGS,CO,80908,110043732565,,39.047585,-104.69054,COR070065,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043732565,,,
FAIRPLAY READYMIX CONCRETE,NO ADDRESS GIVEN,STATEWIDE,CO,00000,110070002112,,38.993575,-105.507774,COR901323,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070002112,,,
FAIRLAKE METRO DIST MS4,VARIOUS LOCATIONS,DENVER COUNTY,CO,80222,110043732609,,39.667,-104.919,COR070072,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043732609,,,
EXPEDITION WATER SOLUTIONS - EWS #13,23360 COUNTY RD 54,GREELEY,CO,80631,110043281935,213112,40.37746,-104.61127,COR901131,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043281935,,,
EVERGREEN NATURAL RESOURCES TRINIDAD OFFICE WWTF,27000 HWY 12,TRINIDAD,CO,81082,110037262627,,37.7,-104.4,COL900006 COX622001,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110037262627,,,
ERIE WWTF,1000 BRIGGS ST,ERIE,CO,80516,110046314957,,40.055159,-105.049531,CO0021831 CO0045926 COG080769 COR090021 COR419284 COR900835,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046314957,,,
ERIE HAULING,2780 MAIN ST,ERIE,CO,80516,110046291543,,40.00881,-105.05543,COR900774 COR901393,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046291543,,,
ERIE AUTO SALVAGE,4878 I25 E FRONTAGE RD,DACONO,CO,80516,110046319998,,40.05,-104.766666,COR900745 COR901411,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046319998,,,
ENVIRONMENTAL STONEWORKS,6300 E STAPLETON DR S,DENVER,CO,80216,110046332946,,39.778,-104.91478,COR900901,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046332946,,,
ENSMINGER PIT,CR 1 AND 28,HAXTUN,CO,80731,110070045318,,40.624929,-102.658985,COG501873,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070045318,,,
PREMIER PAVING INC. HB: 690 W 62ND,690 W 62ND AVE,DENVER AREA,CO,80216,110017651012,212321 324121 212319,39.80908,-104.99326,COR900672,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110017651012,,,
PREMIER EUROCASE INC,12000 E 56 ST STE K,DENVER,CO,80239,110040089258,,39.79796,-104.8478,COR011012 COR900542,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110040089258,,,
PREFERRED MACHINING,3730 S KALAMATH ST,ENGLEWOOD,CO,80110,110002992129,333517 333513 339999 333512,39.64876,-105.00054,COR900873,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110002992129,,,
PRAIRIE PK 12 SCHOOL DISTRICT WWTF,42315 WCR 133,NEW RAYMER,CO,80302,110055188390,,40.6159,-103.8036,COX632045 COX632060 COX634025,Effluent - Non-monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110055188390,,,
POUDRE SCHOOL DISTRICT,VARIOUS LOCATIONS,FORT COLLINS,CO,80521,110043760061,,40.589,-105.122,COR070001,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043760061,,,
PLATTEVILLE ELEVATOR,400 PLATTE ST,PLATTEVILLE,CO,80651,110054111331,,40.216666,-104.85,COR900454,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054111331,,,
PLATTE VALLEY AIRPARK,7507 CR 39,FORT LUPTON,CO,80621,110046331019,,40.1027,-104.7011,COR900197 COR901373,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046331019,,,
PLATORO JOINT VENTURE,SOUTH EDGE OF TOWN,UNK,CO,99999,110010053547,,37.349444,-106.530278,CO0038954,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010053547,0.2,,
"PIT STOP OIL, LLC",907 NORTH MAIN STREET,LAMAR,CO,81052,110001745283,447110 457110,38.09815,-102.61922,COR900011,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110001745283,,,
FOREIGN USED AUTO PARTS INC,2424 E 40 AVE,DENVER,CO,80205,110046286470,,39.773005,-104.958079,COR900725 COR901426,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046286470,,,
FLYING TRIANGLE RANCH PIT,CR 4 AND CR 9,MOFFAT COUNTY,CO,82321,110070054173,,40.988453,-107.681694,COG501984,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054173,,,
FLORENCE SOUTH PIT,CR 70 W OF TOWN,FLORENCE,CO,81226,110070063539,,38.397,-105.145,COG501837,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063539,,,
"FIREBAUGH PRECAST, INC.",3090 EAST LAS VEGAS,COLORADO SPRINGS,CO,80906,110012368277,327331,38.78047,-104.77319,COR900781,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110012368277,,,
FIORE & SONS INC,730 W 62 AVE,DENVER,CO,80216,110046285694,,39.80907,-104.99531,COR900009,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046285694,,,
FETCHER VALE PIT,NO ADDRESS SHOWN,CLARK,CO,81639,110070045312,,40.708028,-106.935079,COG501711,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070045312,,,
FEDINEC PIT,CR 120,MOFFAT COUNTY,CO,81625,110070160215,,40.476,-107.465,COG502150,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070160215,,,
FEDERAL HEIGHTS MS4,VARIOUS LOCATIONS,FEDERAL HEIGHTS,CO,80260,110044271668,,39.851,-104.998,COR090038,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110044271668,,,
PIONEER NATURAL RESOURCES USA,MULTIPLE SECT/TWNSHIP/RANGES,UNK,CO,99999,110009128096,,37.31722,-104.75139,COG900006 COL622001,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110009128096,,,
PIONEER FARM PIT,14 MILES SE OF WATKINS CO N OF E QUINCY AVE,ARAPAHOE COUNTY,CO,80137,110070045317,,39.712176,-104.594097,COG501856,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070045317,,,
PIONEER CBM LORENCITO,LORENCITO CANYON,LAS ANIMAS COUNTY,CO,81082,110041243990,,37.08234,-104.7925,CO0047776,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110041243990,0.123,,
"PINGREE PARK CAMPUS, CSU",16321 PINGREE PARK ROAD,BELLVUE,CO,80512,110070001690,,40.572593,-105.588143,COG620056 COL620056 COX631068,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070001690,,,
PINE LAKE VILLAGE,7200 E HWY 14,FORT COLLINS,CO,80524,110020175816,,40.580226,-104.921574,COX621008 COX621077 COX634001,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110020175816,,,
PIKES PEAK COMMUNITY COLLEGE MS4,VARIOUS LOCATIONS,FORT CARSON,CO,80908,110043732645,,38.763,-104.786,COR070078,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043732645,,,
PICKERING FAMILY PIT,500 CR 61,GRANBY,CO,80446,110070063575,,40.08969,-105.93887,COG502029,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063575,,,
PICKENPAUGH GRAVEL PIT,SH 94 AND CR 9,RUSH,CO,80833,110070072782,,38.83085,-103.8529,COG501879,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072782,,,
PHILLIPS RANCH PROPERTY GRAVEL PIT 2,COUNTY HWY 67 AND CR 19 4 MILES S,FLORENCE,CO,81226,110070072896,,38.347,-105.062,COG502126,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072896,,,
PERRY PIT,CR 6,WATTENBERG,CO,80631,110070053580,,40.0275,-104.8303,COG501753,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070053580,,,
PENROSE AUTO SALVAGE,6256 SH 120,PENROSE,CO,81240,110070917832,,38.38355,-104.97376,COR901564,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070917832,,,
FOWLER TOWN OF-FILTRATION PLANT,200 MAIN STREET,FOWLER,CO,81039,110010054234,,38.13061,-104.02374,CO0021571,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010054234,0.17,,
FOUNDRY 2 ST,E 2 ST AND N CLEVELAND AVE,LOVELAND,CO,80537,110070053140,,40.3938,-105.074,CO0049038 COG075804,Effluent - Non-monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070053140,0.108,,
FORT MORGAN MUNICIPAL AIRPORT,23101 HIGHWAY 52,FORT MORGAN,CO,80701,110013708595,,40.334383,-103.803838,COR03M412 COR900186,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110013708595,,,
FORT MORGAN FACILITY,18317 HIGHWAY 144,MORGAN COUNTY,CO,80701,110064608713,,40.261221,-103.809929,CO0041351,Effluent - Monthly Average Limit,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064608713,5.85,,
FORT MORGAN BEEF PLANT,1505 E BURLINGTON AVE,FORT MORGAN,CO,80701,110000467637,311611 311612 311613 31161,40.2469,-103.7756,CO0044270 COR900489,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110000467637,2.2,,
FORT GARLAND WATER & SAN DIST,19568 CR GG,FORT GARLAND,CO,81133,110024562383,,37.42,-105.440278,COX047333 COX634075,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110024562383,,,
FORT COLLINS UTILITIES MS4,VARIOUS LOCATIONS,FORT COLLINS,CO,80524,110044271702,,40.589,-105.122,COR090050,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110044271702,,,
FORT COLLINS TRUSS,201 N W FRONTAGE RD,FORT COLLINS,CO,80524,110046293792,,40.588791,-105.002155,COR900596,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046293792,,,
FORREST MINING PROJECT,FOREST SERVICE RD 273,PIKE NATIONAL FOREST,CO,00000,110070072901,,38.869976,-105.187365,COG502147,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072901,,,
FOREST GROVES ESTATES,74 HIGH TRAILS DR,DURANGO,CO,81301,110022551530,,37.348333,-107.696111,COG588030 COG590030 COL588030,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110022551530,,,
GALAMBS MOBILE HOME AND RV PARK-CHLORINATOR FOR WELLS,35500 E COLFAX AVE,WATKINS,CO,80137,110013179318,,39.74896,-104.57324,COG589142,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110013179318,,,
FUNK GRAVEL PIT,HWY 40 22 MI E OF TOWN,HAYDEN,CO,81639,110070063546,,40.5,-107.266666,COG501872,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063546,,,
FT COLLINS LOVELAND AIRPORT,4900 EARHART RD,LOVELAND,CO,80538,110044274923,,40.451944,-105.010833,COG073808 COR900178,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110044274923,,,
FRONTIER STATION,650 W 1 ST,CRAIG,CO,81626,110070152680,,40.506879,-107.553808,COR901409,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070152680,,,
FRONT RANGE TIRE RECYCLE INC,5765 N. PETERSEN ROAD,SEDALIA,CO,80135,110022509506,326299,39.44556,-104.97511,COR901147,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110022509506,,,
FRONT RANGE AIRPORT,5200 FRONT RANGE PKWY,WATKINS,CO,80137,110038447721,481111,39.785277,-104.543055,CO0047741 COR418529 COR900211,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110038447721,0.025,,
FRISCO SANITATION DISTRICT WWTP,111 S. SUMMIT BLVD.,FRISCO,CO,80443,110000730905,,39.57486,-106.09134,CO0020451 COG073423 COG075248 COG600916 COG603117 COG650073 CONOX0238,Effluent - Monthly Average Limit,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110000730905,2.0,,
FOXRIDGE FARMS MHP-CHLORINATOR FOR DENVER WEST WELL,26900 EAST COLFAX AVENUE,AURORA,CO,80018,110006658223,,39.73975,-104.66913,CO0028908 COG589171 COG650170,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110006658223,,,
PEACEFUL VALLEY SCOUT RANCH,22799 N ELBERT RD,ELBERT,CO,80106,110037262510,,39.12298,-104.551858,COR03F885 COR400515 COX621014 COX634036,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110037262510,,,
PATTY'S PIT,4.9 MI SW OF LIMON OFF HWY 24,ELBERT COUNTY,CO,00000,110070518289,,39.235283,-103.79481,COG502173,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070518289,,,
PARSHALL PIT,CR 3 S OF TOWN,PARSHALL,CO,80468,110070063536,,40.0086,-106.181388,COG501832,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063536,,,
PARKERSON BROS LOCATION A AND B,SH 141 15 MI SW OF WHITEWATER,WHITEWATER,CO,81521,110070051435,,39.17668,-108.77568,COG501735,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070051435,,,
PARKER WSD-RIDGEGATE WELL HOUSE TREATMENT PLANT,18100 E WOODMAN DR,PARKER,CO,80134,110020118807,23491,39.55281,-104.78229,CO0046507 COG072642 COG600408 COR405975,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110020118807,4.0,,
PARKDALE PROJECT,FCR 157 APPX 11 MI W OF TOWN,PARKDALE,CO,81212,110002048007,,38.491389,-105.401667,COG500325,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110002048007,,,
PAGOSA AREA WATER & SANITATION DISTRICT,100 LYN AVE,PAGOSA SPRINGS,CO,81157,110002041479,,37.254902,-107.101898,CO0031755 COG081215 COG640085 COG641085,Compliance/Permit Schedule - Violations,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110002041479,3.9,,
PAGELS TP-PAGELS WTP,16220 CR 19,FT MORGAN,CO,80701,110050393560,,40.235,-103.788,COX634076,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110050393560,,,
GILLETTE SAND AND GRAVEL,NO ADDRESS SHOWN,GILLETTE,CO,80813,110070053372,,38.7809,-105.1197,COG501770,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070053372,,,
GILCREST TOWN OF WWTP GROUNDWATER EXTRACTION WELL 2,HWY 85 AND 14 ST,GILCREST,CO,80623,110070520293,,40.28926,-104.76999,COG318087 COG603376,Effluent - Non-monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070520293,,,
GEROUX GRAVEL PIT,1100 CR 160,WESTCLIFFE,CO,81252,110070072864,,38.1211,-105.468,COG502057,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072864,,,
GEOCYCLE,1170 TRANSIT DR,COLORADO SPRINGS,CO,80903,110027219169,423930,38.81657,-104.80781,COR900629,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110027219169,,,
GENERAL SCRAP INC DBA CF&I RECYCLING,5601 YORK ST,DENVER,CO,80216,110055623133,,39.79826,-104.95944,COR901212,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110055623133,,,
GENERAL BUILDING MATERIALS HEADQUARTERS,10401 E 102 AVE,HENDERSON,CO,80640,110070073193,,39.88076,-104.86638,COR03R576 COR901444,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070073193,,,
GCC RIO GRANDE INC,3372 LIME ROAD,PUEBLO,CO,81004,110037262636,327310,38.129058,-104.606741,COG500377 COG501540 COL901013 COR032453 COR401834 COR901013 COX622002,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110037262636,,,
GATES CAMP,2895 CR 100,WARD,CO,80481,110038448908,,40.107811,-105.469686,COX622039 COX631015,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110038448908,,,
OWENS ILLINOIS PLANT 28,1113 EASTMAN PARK DR,WINDSOR,CO,80550,110071295252,,40.463889,-104.853611,COG318113,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110071295252,,,
OWENS CORNING TRUMBULL ASPHALT,5201 BANNOCK ST,DENVER,CO,80216,110070568339,,39.79164,-104.98896,COR901510,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070568339,,,
OUT WEST EQUIP,6673 COUNTY ROAD HH,LAMAR,CO,81052,110039160877,,38.08527,-102.63741,COR900944,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110039160877,,,
OURAY RANCH HOMEOWNERS ASSN WWTF,9 CR 620,GRAND COUNTY,CO,80446,110010055607,,40.117156,-105.908258,COG584041 COG588041,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010055607,,,
OURAY CITY OF,15137 HWY 50,OURAY COUNTY,CO,81427,110071403784,,38.051178,-107.685417,COG589157,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110071403784,,,
ORPHAN VIEW GRAVEL PIT,HUEFANO COUNTY GOVT RD 640,HUERFANO COUNTY,CO,81089,110070072883,,37.743,-104.8545,COG502104,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072883,,,
ORLANDO PIT,488 CR 543,GARDNER,CO,81040,110070072792,,37.7708,-105.15,COG501894,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072792,,,
"OMEGA PRODUCTS INTERNATIONAL, INC.",6101 DEXTER ST,COMMERCE CITY,CO,80022,110038525566,327390,39.80818,-104.93188,COR900913,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110038525566,,,
GRANBY AIRPORT,1023 CR 610,GRANBY,CO,80446,110046330975,,40.090186,-105.917458,COR900193,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046330975,,,
GRAMD JUNCTION PEAK READY MIX,2868 FREEWAY,GRAND JUNCTION,CO,81502,110038630005,327320,39.072786,-108.523011,COR900233,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110038630005,,,
GOLDIGGER I AND II,BEAVER CREEK RD,FAIRPLAY,CO,80440,110071298328,,39.2856,-106.01987,COR040308,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110071298328,,,
GOLDEN WONDER MINE,5 MI SE OF TOWN ON DEADMAN GULCH RD,HINSDALE COUNTY,CO,81235,110064611647,,38.00337,-107.28327,CO0048119,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064611647,0.16,,
GOLDEN MINE,5079 HWY 93,GOLDEN,CO,80403,110070072766,,39.78494,-105.2312,COG501852,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072766,,,
"GOLDEN EAGLE, APACHE CANYON & PORTIONS OF HILL RANCH CBM OPS",APACHE CANYON,LAS ANIMAS COUNTY,CO,00000,110041243883,,37.141417,-104.958111,CO0048062,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110041243883,2.1,,
GOLD BASIN MINE,26020 CR 298,GRANITE,CO,81228,110064517492,,39.0325,-106.354722,CO0048940 COR040287,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064517492,,,
GODSEND LODE CLAIM,CR 3 AND CR 51 NEAR FS201,TELLER COUNTY,CO,00000,110070053676,,38.869976,-105.187365,COG502112,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070053676,,,
GLEN ECHO RESORT,31503 POUDRE CANYON HWY,BELLVUE,CO,80512,110013748766,,40.698746,-105.58298,CO0000009,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110013748766,0.01,,
